Observation time UTC,Data Source (station level pressure),Mean sea level pressure [Hpa],Station level pressure,Data Source (mean sea level pressure)
2018-05-10T18:00:00Z,H,1021.8,1013.9,H
2018-05-10T19:00:00Z,H,1021.4,1013.5,H
2018-05-10T20:00:00Z,H,1021.5,1013.6,H
2018-05-10T21:00:00Z,H,1022.1,1014.2,H
2018-05-10T22:00:00Z,H,1022.1,1014.2,H
2018-05-10T23:00:00Z,H,1022.1,1014.3,H
2018-05-11T00:00:00Z,H,1021.7,1013.9,H
2018-05-11T01:00:00Z,H,1020.6,1012.8,H
2018-05-11T02:00:00Z,H,1019.8,1012,H
2018-05-11T03:00:00Z,H,1019,1011.2,H
2018-05-11T04:00:00Z,H,1018.9,1011.1,H
2018-05-11T05:00:00Z,H,1018.8,1011,H
2018-05-11T06:00:00Z,H,1018.8,1011,H
2018-05-11T07:00:00Z,H,1018.5,1010.7,H
2018-05-11T08:00:00Z,H,1017.9,1010.1,H
2018-05-11T09:00:00Z,H,1018.5,1010.7,H
2018-05-11T10:00:00Z,H,1018.6,1010.8,H
2018-05-11T11:00:00Z,H,1015.8,1008,H
2018-05-11T12:00:00Z,H,1016.4,1008.6,H
2018-05-11T13:00:00Z,H,1016.5,1008.7,H
2018-05-11T14:00:00Z,H,1016.8,1009,H
2018-05-11T15:00:00Z,H,1016.8,1009,H
2018-05-11T16:00:00Z,H,1016.8,1008.9,H
2018-05-11T17:00:00Z,H,1016.3,1008.5,H
2018-05-11T18:00:00Z,H,1016.1,1008.3,H
2018-05-11T19:00:00Z,H,1016.3,1008.5,H
2018-05-11T20:00:00Z,H,1016.8,1009,H
2018-05-11T21:00:00Z,H,1017.7,1009.8,H
2018-05-11T22:00:00Z,H,1017.6,1009.8,H
2018-05-11T23:00:00Z,H,1017.8,1010,H
2018-05-12T00:00:00Z,H,1017.3,1009.5,H
2018-05-12T01:00:00Z,H,1017.1,1009.2,H
2018-05-12T02:00:00Z,H,1015.7,1007.9,H
2018-05-12T03:00:00Z,H,1016.2,1008.4,H
2018-05-12T04:00:00Z,H,1017,1009.2,H
2018-05-12T05:00:00Z,H,1016,1008.1,H
2018-05-12T06:00:00Z,H,1016.2,1008.3,H
2018-05-12T07:00:00Z,H,1016.1,1008.2,H
2018-05-12T08:00:00Z,H,1016.3,1008.4,H
2018-05-12T09:00:00Z,H,1016.8,1008.9,H
2018-05-12T10:00:00Z,H,1016.6,1008.7,H
2018-05-12T11:00:00Z,H,1015.7,1007.8,H
2018-05-12T12:00:00Z,H,1016.1,1008.2,H
2018-05-12T13:00:00Z,H,1014.7,1006.9,H
2018-05-12T14:00:00Z,H,1014.9,1007.1,H
2018-05-12T15:00:00Z,H,1014.8,1007,H
2018-05-12T16:00:00Z,H,1014.8,1007,H
2018-05-12T17:00:00Z,H,1014.7,1006.9,H
2018-05-12T18:00:00Z,H,1014.5,1006.7,H
2018-05-12T19:00:00Z,H,1015.1,1007.3,H
2018-05-12T20:00:00Z,H,1015.9,1008.1,H
2018-05-12T21:00:00Z,H,1016.2,1008.4,H
2018-05-12T22:00:00Z,H,1016.6,1008.8,H
2018-05-12T23:00:00Z,H,1016,1008.2,H
2018-05-13T00:00:00Z,H,1015.3,1007.6,H
2018-05-13T01:00:00Z,H,1014.4,1006.7,H
2018-05-13T02:00:00Z,H,1013.9,1006.2,H
2018-05-13T03:00:00Z,H,1013.7,1006,H
2018-05-13T04:00:00Z,H,1013.5,1005.7,H
2018-05-13T05:00:00Z,H,1013,1005.2,H
2018-05-13T06:00:00Z,H,1013.6,1005.8,H
2018-05-13T07:00:00Z,H,1013.6,1005.8,H
2018-05-13T08:00:00Z,H,1014.1,1006.3,H
2018-05-13T09:00:00Z,H,1014.4,1006.6,H
2018-05-13T10:00:00Z,H,1014.4,1006.6,H
2018-05-13T11:00:00Z,H,1013.6,1005.8,H
2018-05-13T12:00:00Z,H,1013.6,1005.8,H
2018-05-13T13:00:00Z,H,1013.6,1005.7,H
2018-05-13T14:00:00Z,H,1013.7,1005.8,H
2018-05-13T15:00:00Z,H,1013.4,1005.5,H
2018-05-13T16:00:00Z,H,1013.2,1005.4,H
2018-05-13T17:00:00Z,H,1013,1005.2,H
2018-05-13T18:00:00Z,H,1013.5,1005.6,H
2018-05-13T19:00:00Z,H,1014.1,1006.2,H
2018-05-13T20:00:00Z,H,1014.9,1007,H
2018-05-13T21:00:00Z,H,1015.5,1007.6,H
2018-05-13T22:00:00Z,H,1015.6,1007.8,H
2018-05-13T23:00:00Z,H,1015.6,1007.8,H
2018-05-14T00:00:00Z,H,1015.2,1007.5,H
2018-05-14T01:00:00Z,H,1014.9,1007.2,H
2018-05-14T02:00:00Z,H,1014.3,1006.6,H
2018-05-14T03:00:00Z,H,1014.3,1006.6,H
2018-05-14T04:00:00Z,H,1014.3,1006.6,H
2018-05-14T05:00:00Z,H,1014.5,1006.7,H
2018-05-14T06:00:00Z,H,1015,1007.2,H
2018-05-14T07:00:00Z,H,1015.3,1007.5,H
2018-05-14T08:00:00Z,H,1015.6,1007.8,H
2018-05-14T09:00:00Z,H,1015.5,1007.7,H
2018-05-14T10:00:00Z,H,1015.3,1007.5,H
2018-05-14T11:00:00Z,H,1015.2,1007.3,H
2018-05-14T12:00:00Z,H,1015,1007.1,H
2018-05-14T13:00:00Z,H,1014.5,1006.6,H
2018-05-14T14:00:00Z,H,1014.7,1006.8,H
2018-05-14T15:00:00Z,H,1014.4,1006.5,H
2018-05-14T16:00:00Z,H,1013.5,1005.6,H
2018-05-14T17:00:00Z,H,1012.9,1005,H
2018-05-14T18:00:00Z,H,1012.9,1005,H
2018-05-14T19:00:00Z,H,1013.2,1005.3,H
2018-05-14T20:00:00Z,H,1013.5,1005.6,H
2018-05-14T21:00:00Z,H,1013.7,1005.9,H
2018-05-14T22:00:00Z,H,1013.8,1006,H
2018-05-14T23:00:00Z,H,1013.2,1005.4,H
2018-05-15T00:00:00Z,H,1012.1,1004.4,H
2018-05-15T01:00:00Z,H,1010.9,1003.2,H
2018-05-15T02:00:00Z,H,1010.3,1002.6,H
2018-05-15T03:00:00Z,H,1009.6,1001.9,H
2018-05-15T04:00:00Z,H,1009.5,1001.8,H
2018-05-15T05:00:00Z,H,1009.9,1002.2,H
2018-05-15T06:00:00Z,H,1010.2,1002.4,H
2018-05-15T07:00:00Z,H,1010.7,1002.9,H
2018-05-15T08:00:00Z,H,1010.8,1003,H
2018-05-15T09:00:00Z,H,1010.4,1002.6,H
2018-05-15T10:00:00Z,H,1010.4,1002.6,H
2018-05-15T11:00:00Z,H,1010.2,1002.4,H
2018-05-15T12:00:00Z,H,1010,1002.2,H
2018-05-15T13:00:00Z,H,1009.7,1001.9,H
2018-05-15T14:00:00Z,H,1009.2,1001.4,H
2018-05-15T15:00:00Z,H,1008.8,1001,H
2018-05-15T16:00:00Z,H,1008.1,1000.3,H
2018-05-15T17:00:00Z,H,1008,1000.2,H
2018-05-15T18:00:00Z,H,1007.8,1000,H
2018-05-15T19:00:00Z,H,1007.9,1000.1,H
2018-05-15T20:00:00Z,H,1008.2,1000.4,H
2018-05-15T21:00:00Z,H,1008.3,1000.5,H
2018-05-15T22:00:00Z,H,1008,1000.3,H
2018-05-15T23:00:00Z,H,1007.7,1000,H
2018-05-16T00:00:00Z,H,1007.6,999.8,H
2018-05-16T01:00:00Z,H,1006.5,998.7,H
2018-05-16T02:00:00Z,H,1006.5,998.8,H
2018-05-16T03:00:00Z,H,1006.4,998.6,H
2018-05-16T04:00:00Z,H,1006.8,999,H
2018-05-16T05:00:00Z,H,1007,999.2,H
2018-05-16T06:00:00Z,H,1007.6,999.8,H
2018-05-16T07:00:00Z,H,1008.3,1000.5,H
2018-05-16T08:00:00Z,H,1008.9,1001.1,H
2018-05-16T09:00:00Z,H,1009.2,1001.4,H
2018-05-16T10:00:00Z,H,1009.7,1001.9,H
2018-05-16T11:00:00Z,H,1009.9,1002.1,H
2018-05-16T12:00:00Z,H,1010.1,1002.3,H
2018-05-16T13:00:00Z,H,1010.4,1002.5,H
2018-05-16T14:00:00Z,H,1010.7,1002.8,H
2018-05-16T15:00:00Z,H,1010.7,1002.8,H
2018-05-16T16:00:00Z,H,1010.7,1002.8,H
2018-05-16T17:00:00Z,H,1010.6,1002.7,H
2018-05-16T18:00:00Z,H,1011.3,1003.4,H
2018-05-16T19:00:00Z,H,1011.9,1004,H
2018-05-16T20:00:00Z,H,1012.5,1004.6,H
2018-05-16T21:00:00Z,H,1013.1,1005.2,H
2018-05-16T22:00:00Z,H,1013.7,1005.8,H
2018-05-16T23:00:00Z,H,1014,1006.1,H
2018-05-17T00:00:00Z,H,1013.7,1005.8,H
2018-05-17T01:00:00Z,H,1013.7,1005.8,H
2018-05-17T02:00:00Z,H,1013.7,1005.8,H
2018-05-17T03:00:00Z,H,1013.9,1006,H
2018-05-17T04:00:00Z,H,1014.2,1006.3,H
2018-05-17T05:00:00Z,H,1014.6,1006.7,H
2018-05-17T06:00:00Z,H,1015.2,1007.2,H
2018-05-17T07:00:00Z,H,1015.7,1007.7,H
2018-05-17T08:00:00Z,H,1016.3,1008.3,H
2018-05-17T09:00:00Z,H,1016.6,1008.6,H
2018-05-17T10:00:00Z,H,1017.2,1009.2,H
2018-05-17T11:00:00Z,H,1017.4,1009.4,H
2018-05-17T12:00:00Z,H,1017.8,1009.8,H
2018-05-17T13:00:00Z,H,1017.9,1009.9,H
2018-05-17T14:00:00Z,H,1018.2,1010.2,H
2018-05-17T15:00:00Z,H,1018.3,1010.3,H
2018-05-17T16:00:00Z,H,1018.3,1010.3,H
2018-05-17T17:00:00Z,H,1018.5,1010.5,H
2018-05-17T18:00:00Z,H,1019,1011,H
2018-05-17T19:00:00Z,H,1019.5,1011.5,H
2018-05-17T20:00:00Z,H,1020.1,1012.1,H
2018-05-17T21:00:00Z,H,1020.3,1012.3,H
2018-05-17T22:00:00Z,H,1020.2,1012.3,H
2018-05-17T23:00:00Z,H,1020.1,1012.2,H
2018-05-18T00:00:00Z,H,1019.7,1011.8,H
2018-05-18T01:00:00Z,H,1019.1,1011.2,H
2018-05-18T02:00:00Z,H,1019,1011.1,H
2018-05-18T03:00:00Z,H,1019.5,1011.6,H
2018-05-18T04:00:00Z,H,1019.8,1011.9,H
2018-05-18T05:00:00Z,H,1019.4,1011.5,H
2018-05-18T06:00:00Z,H,1019.2,1011.3,H
2018-05-18T07:00:00Z,H,1019.8,1011.8,H
2018-05-18T08:00:00Z,H,1019.6,1011.6,H
2018-05-18T09:00:00Z,H,1019.3,1011.3,H
2018-05-18T10:00:00Z,H,1019.6,1011.6,H
2018-05-18T11:00:00Z,H,1019.7,1011.7,H
2018-05-18T12:00:00Z,H,1019.4,1011.4,H
2018-05-18T13:00:00Z,H,1019.1,1011.1,H
2018-05-18T14:00:00Z,H,1018.8,1010.8,H
2018-05-18T15:00:00Z,H,1018.6,1010.6,H
2018-05-18T16:00:00Z,H,1018,1010,H
2018-05-18T17:00:00Z,H,1017.6,1009.6,H
2018-05-18T18:00:00Z,H,1017.4,1009.4,H
2018-05-18T19:00:00Z,H,1017.4,1009.4,H
2018-05-18T20:00:00Z,H,1017.3,1009.3,H
2018-05-18T21:00:00Z,H,1017.7,1009.7,H
2018-05-18T22:00:00Z,H,1017.5,1009.6,H
2018-05-18T23:00:00Z,H,1017.5,1009.6,H
2018-05-19T00:00:00Z,H,1016.8,1008.9,H
2018-05-19T01:00:00Z,H,1015.6,1007.8,H
2018-05-19T02:00:00Z,H,1015.2,1007.4,H
2018-05-19T03:00:00Z,H,1014.4,1006.6,H
2018-05-19T04:00:00Z,H,1014.2,1006.4,H
2018-05-19T05:00:00Z,H,1014.2,1006.3,H
2018-05-19T06:00:00Z,H,1014.5,1006.6,H
2018-05-19T07:00:00Z,H,1014.7,1006.8,H
2018-05-19T08:00:00Z,H,1014.8,1006.9,H
2018-05-19T09:00:00Z,H,1015.2,1007.3,H
2018-05-19T10:00:00Z,H,1015.1,1007.2,H
2018-05-19T11:00:00Z,H,1015.1,1007.2,H
2018-05-19T12:00:00Z,H,1015,1007.1,H
2018-05-19T13:00:00Z,H,1015.1,1007.2,H
2018-05-19T14:00:00Z,H,1015.2,1007.3,H
2018-05-19T15:00:00Z,H,1015.3,1007.4,H
2018-05-19T16:00:00Z,H,1014.9,1007,H
2018-05-19T17:00:00Z,H,1015,1007.1,H
2018-05-19T18:00:00Z,H,1014.9,1007,H
2018-05-19T19:00:00Z,H,1015.5,1007.5,H
2018-05-19T20:00:00Z,H,1016,1008,H
2018-05-19T21:00:00Z,H,1016.2,1008.3,H
2018-05-19T22:00:00Z,H,1016.1,1008.2,H
2018-05-19T23:00:00Z,H,1015.8,1008,H
2018-05-20T00:00:00Z,H,1015.2,1007.4,H
2018-05-20T01:00:00Z,H,1014.5,1006.7,H
2018-05-20T02:00:00Z,H,1013.9,1006.1,H
2018-05-20T03:00:00Z,H,1013.5,1005.7,H
2018-05-20T04:00:00Z,H,1013.4,1005.6,H
2018-05-20T05:00:00Z,H,1013.3,1005.5,H
2018-05-20T06:00:00Z,H,1013.4,1005.5,H
2018-05-20T07:00:00Z,H,1013.4,1005.5,H
2018-05-20T08:00:00Z,H,1013.4,1005.5,H
2018-05-20T09:00:00Z,H,1013.3,1005.4,H
2018-05-20T10:00:00Z,H,1013.1,1005.2,H
2018-05-20T11:00:00Z,H,1013,1005.1,H
2018-05-20T12:00:00Z,H,1012.8,1004.9,H
2018-05-20T13:00:00Z,H,1012.3,1004.4,H
2018-05-20T14:00:00Z,H,1012.5,1004.6,H
2018-05-20T15:00:00Z,H,1012.2,1004.3,H
2018-05-20T16:00:00Z,H,1011.8,1003.9,H
2018-05-20T17:00:00Z,H,1011.4,1003.5,H
2018-05-20T18:00:00Z,H,1011.6,1003.7,H
2018-05-20T19:00:00Z,H,1011.8,1003.9,H
2018-05-20T20:00:00Z,H,1012.3,1004.4,H
2018-05-20T21:00:00Z,H,1012.5,1004.7,H
2018-05-20T22:00:00Z,H,1012.3,1004.5,H
2018-05-20T23:00:00Z,H,1012.2,1004.4,H
2018-05-21T00:00:00Z,H,1011.7,1003.9,H
2018-05-21T01:00:00Z,H,1011,1003.2,H
2018-05-21T02:00:00Z,H,1010.5,1002.7,H
2018-05-21T03:00:00Z,H,1010.5,1002.7,H
2018-05-21T04:00:00Z,H,1010.4,1002.6,H
2018-05-21T05:00:00Z,H,1010.6,1002.8,H
2018-05-21T06:00:00Z,H,1011,1003.1,H
2018-05-21T07:00:00Z,H,1011.4,1003.5,H
2018-05-21T08:00:00Z,H,1011.7,1003.8,H
2018-05-21T09:00:00Z,H,1011.8,1003.9,H
2018-05-21T10:00:00Z,H,1011.9,1004,H
2018-05-21T11:00:00Z,H,1011.6,1003.7,H
2018-05-21T12:00:00Z,H,1011.3,1003.4,H
2018-05-21T13:00:00Z,H,1011,1003.1,H
2018-05-21T14:00:00Z,H,1011,1003.1,H
2018-05-21T15:00:00Z,H,1010.6,1002.7,H
2018-05-21T16:00:00Z,H,1010,1002.1,H
2018-05-21T17:00:00Z,H,1009.9,1002,H
2018-05-21T18:00:00Z,H,1009.7,1001.8,H
2018-05-21T19:00:00Z,H,1009.6,1001.7,H
2018-05-21T20:00:00Z,H,1009.3,1001.4,H
2018-05-21T21:00:00Z,H,1009.2,1001.3,H
2018-05-21T22:00:00Z,H,1008.8,1001,H
2018-05-21T23:00:00Z,H,1008,1000.2,H
2018-05-22T00:00:00Z,H,1006.9,999.1,H
2018-05-22T01:00:00Z,H,1005.8,998,H
2018-05-22T02:00:00Z,H,1004.5,996.8,H
2018-05-22T03:00:00Z,H,1003.7,996,H
2018-05-22T04:00:00Z,H,1003.4,995.7,H
2018-05-22T05:00:00Z,H,1002.9,995.1,H
2018-05-22T06:00:00Z,H,1002.4,994.6,H
2018-05-22T07:00:00Z,H,1002.6,994.8,H
2018-05-22T08:00:00Z,H,1001.9,994.1,H
2018-05-22T09:00:00Z,H,1001.6,993.8,H
2018-05-22T10:00:00Z,H,1000.8,993,H
2018-05-22T11:00:00Z,H,1000.1,992.3,H
2018-05-22T12:00:00Z,H,999.2,991.4,H
2018-05-22T13:00:00Z,H,998.1,990.4,H
2018-05-22T14:00:00Z,H,997.4,989.7,H
2018-05-22T15:00:00Z,H,998,990.2,H
2018-05-22T16:00:00Z,H,997.7,989.9,H
2018-05-22T17:00:00Z,H,998.3,990.5,H
2018-05-22T18:00:00Z,H,998.7,990.8,H
2018-05-22T19:00:00Z,H,999.4,991.5,H
2018-05-22T20:00:00Z,H,998.8,990.9,H
2018-05-22T21:00:00Z,H,999.8,991.9,H
2018-05-22T22:00:00Z,H,999.6,991.7,H
2018-05-22T23:00:00Z,H,999,991.2,H
2018-05-23T00:00:00Z,H,998.4,990.6,H
2018-05-23T01:00:00Z,H,997.9,990.1,H
2018-05-23T02:00:00Z,H,997.9,990,H
2018-05-23T03:00:00Z,H,998.3,990.4,H
2018-05-23T04:00:00Z,H,998.8,990.9,H
2018-05-23T05:00:00Z,H,999.3,991.4,H
2018-05-23T06:00:00Z,H,1000.3,992.4,H
2018-05-23T07:00:00Z,H,1001.5,993.6,H
2018-05-23T08:00:00Z,H,1003.1,995.2,H
2018-05-23T09:00:00Z,H,1003.8,995.9,H
2018-05-23T10:00:00Z,H,1005,997.1,H
2018-05-23T11:00:00Z,H,1005.6,997.6,H
2018-05-23T12:00:00Z,H,1006.2,998.3,H
2018-05-23T13:00:00Z,H,1006.9,999,H
2018-05-23T14:00:00Z,H,1007.3,999.4,H
2018-05-23T15:00:00Z,H,1007.9,999.9,H
2018-05-23T16:00:00Z,H,1007.7,999.8,H
2018-05-23T17:00:00Z,H,1008.2,1000.3,H
2018-05-23T18:00:00Z,H,1008.8,1000.9,H
2018-05-23T19:00:00Z,H,1009.7,1001.8,H
2018-05-23T20:00:00Z,H,1010.5,1002.6,H
2018-05-23T21:00:00Z,H,1011,1003.1,H
2018-05-23T22:00:00Z,H,1011.4,1003.5,H
2018-05-23T23:00:00Z,H,1011.6,1003.7,H
2018-05-24T00:00:00Z,H,1011.4,1003.5,H
2018-05-24T01:00:00Z,H,1010.4,1002.6,H
2018-05-24T02:00:00Z,H,1010,1002.2,H
2018-05-24T03:00:00Z,H,1009.8,1002,H
2018-05-24T04:00:00Z,H,1009.7,1001.8,H
2018-05-24T05:00:00Z,H,1009.7,1001.8,H
2018-05-24T06:00:00Z,H,1009.6,1001.7,H
2018-05-24T07:00:00Z,H,1009.7,1001.8,H
2018-05-24T08:00:00Z,H,1009.5,1001.6,H
2018-05-24T09:00:00Z,H,1009.6,1001.7,H
2018-05-24T10:00:00Z,H,1009.3,1001.4,H
2018-05-24T11:00:00Z,H,1009,1001.1,H
2018-05-24T12:00:00Z,H,1008.7,1000.8,H
2018-05-24T13:00:00Z,H,1008.3,1000.4,H
2018-05-24T14:00:00Z,H,1008,1000.1,H
2018-05-24T15:00:00Z,H,1007.3,999.4,H
2018-05-24T16:00:00Z,H,1006.6,998.8,H
2018-05-24T17:00:00Z,H,1006.3,998.5,H
2018-05-24T18:00:00Z,H,1006.1,998.3,H
2018-05-24T19:00:00Z,H,1005.9,998.1,H
2018-05-24T20:00:00Z,H,1005.7,997.9,H
2018-05-24T21:00:00Z,H,1005.6,997.8,H
2018-05-24T22:00:00Z,H,1005.4,997.6,H
2018-05-24T23:00:00Z,H,1005.8,997.9,H
2018-05-25T00:00:00Z,H,1005.2,997.3,H
2018-05-25T01:00:00Z,H,1004.4,996.6,H
2018-05-25T02:00:00Z,H,1003.4,995.6,H
2018-05-25T03:00:00Z,H,1003.1,995.3,H
2018-05-25T04:00:00Z,H,1002.7,994.8,H
2018-05-25T05:00:00Z,H,1002.1,994.2,H
2018-05-25T06:00:00Z,H,1002.2,994.3,H
2018-05-25T07:00:00Z,H,1002.2,994.3,H
2018-05-25T08:00:00Z,H,1001.9,994,H
2018-05-25T09:00:00Z,H,1001.5,993.6,H
2018-05-25T10:00:00Z,H,1001.6,993.7,H
2018-05-25T11:00:00Z,H,1001.4,993.5,H
2018-05-25T12:00:00Z,H,1001.7,993.8,H
2018-05-25T13:00:00Z,H,1002.1,994.2,H
2018-05-25T14:00:00Z,H,1001.9,994,H
2018-05-25T15:00:00Z,H,1002.3,994.4,H
2018-05-25T16:00:00Z,H,1002.5,994.6,H
2018-05-25T17:00:00Z,H,1003.6,995.7,H
2018-05-25T18:00:00Z,H,1004.6,996.7,H
2018-05-25T19:00:00Z,H,1007.3,999.3,H
2018-05-25T20:00:00Z,H,1009.5,1001.5,H
2018-05-25T21:00:00Z,H,1011.6,1003.6,H
2018-05-25T22:00:00Z,H,1012.6,1004.7,H
2018-05-25T23:00:00Z,H,1013.8,1005.9,H
2018-05-26T00:00:00Z,H,1014.6,1006.7,H
2018-05-26T01:00:00Z,H,1014.6,1006.7,H
2018-05-26T02:00:00Z,H,1014.7,1006.8,H
2018-05-26T03:00:00Z,H,1014.6,1006.7,H
2018-05-26T04:00:00Z,H,1015,1007.1,H
2018-05-26T05:00:00Z,H,1015.4,1007.4,H
2018-05-26T06:00:00Z,H,1015.9,1007.9,H
2018-05-26T07:00:00Z,H,1016.2,1008.2,H
2018-05-26T08:00:00Z,H,1016.8,1008.8,H
2018-05-26T09:00:00Z,H,1017,1009,H
2018-05-26T10:00:00Z,H,1017.2,1009.2,H
2018-05-26T11:00:00Z,H,1017.6,1009.6,H
2018-05-26T12:00:00Z,H,1017.7,1009.7,H
2018-05-26T13:00:00Z,H,1017.6,1009.6,H
2018-05-26T14:00:00Z,H,1017.4,1009.4,H
2018-05-26T15:00:00Z,H,1016.8,1008.8,H
2018-05-26T16:00:00Z,H,1015.8,1007.8,H
2018-05-26T17:00:00Z,H,1015.5,1007.5,H
2018-05-26T18:00:00Z,H,1015.3,1007.4,H
2018-05-26T19:00:00Z,H,1015.1,1007.2,H
2018-05-26T20:00:00Z,H,1015.3,1007.3,H
2018-05-26T21:00:00Z,H,1015,1007.1,H
2018-05-26T22:00:00Z,H,1014.8,1006.9,H
2018-05-26T23:00:00Z,H,1014.4,1006.5,H
2018-05-27T00:00:00Z,H,1013.9,1006,H
2018-05-27T01:00:00Z,H,1013.1,1005.2,H
2018-05-27T02:00:00Z,H,1012.9,1005,H
2018-05-27T03:00:00Z,H,1012.4,1004.5,H
2018-05-27T04:00:00Z,H,1012,1004.1,H
2018-05-27T05:00:00Z,H,1011.6,1003.7,H
2018-05-27T06:00:00Z,H,1012,1004.1,H
2018-05-27T07:00:00Z,H,1012.7,1004.7,H
2018-05-27T08:00:00Z,H,1012.9,1004.9,H
2018-05-27T09:00:00Z,H,1012.9,1004.9,H
2018-05-27T10:00:00Z,H,1012.9,1004.9,H
2018-05-27T11:00:00Z,H,1012.8,1004.9,H
2018-05-27T12:00:00Z,H,1012.9,1005,H
2018-05-27T13:00:00Z,H,1012.9,1004.9,H
2018-05-27T14:00:00Z,H,1012.6,1004.6,H
2018-05-27T15:00:00Z,H,1012.4,1004.5,H
2018-05-27T16:00:00Z,H,1012.2,1004.2,H
2018-05-27T17:00:00Z,H,1012.2,1004.2,H
2018-05-27T18:00:00Z,H,1012.7,1004.7,H
2018-05-27T19:00:00Z,H,1013.5,1005.5,H
2018-05-27T20:00:00Z,H,1014.1,1006.1,H
2018-05-27T21:00:00Z,H,1015.2,1007.2,H
2018-05-27T22:00:00Z,H,1015.8,1007.8,H
2018-05-27T23:00:00Z,H,1016,1008,H
2018-05-28T00:00:00Z,H,1015.8,1007.8,H
2018-05-28T01:00:00Z,H,1015.7,1007.7,H
2018-05-28T02:00:00Z,H,1016.6,1008.6,H
2018-05-28T03:00:00Z,H,1016.2,1008.2,H
2018-05-28T04:00:00Z,H,1016,1008,H
2018-05-28T05:00:00Z,H,1016.4,1008.4,H
2018-05-28T06:00:00Z,H,1017,1008.9,H
2018-05-28T07:00:00Z,H,1017.6,1009.5,H
2018-05-28T08:00:00Z,H,1018.4,1010.3,H
2018-05-28T09:00:00Z,H,1018.9,1010.8,H
2018-05-28T10:00:00Z,H,1019.6,1011.5,H
2018-05-28T11:00:00Z,H,1019.8,1011.6,H
2018-05-28T12:00:00Z,H,1020.3,1012.1,H
2018-05-28T13:00:00Z,H,1020.3,1012.1,H
2018-05-28T14:00:00Z,H,1020.2,1012,H
2018-05-28T15:00:00Z,H,1020.4,1012.2,H
2018-05-28T16:00:00Z,H,1020.5,1012.3,H
2018-05-28T17:00:00Z,H,1020.1,1011.9,H
2018-05-28T18:00:00Z,H,1020.5,1012.3,H
2018-05-28T19:00:00Z,H,1021,1012.8,H
2018-05-28T20:00:00Z,H,1021.3,1013.1,H
2018-05-28T21:00:00Z,H,1021.6,1013.5,H
2018-05-28T22:00:00Z,H,1021.8,1013.7,H
2018-05-28T23:00:00Z,H,1021.5,1013.4,H
2018-05-29T00:00:00Z,H,1020.8,1012.8,H
2018-05-29T01:00:00Z,H,1020.2,1012.2,H
2018-05-29T02:00:00Z,H,1019.9,1011.9,H
2018-05-29T03:00:00Z,H,1019.8,1011.8,H
2018-05-29T04:00:00Z,H,1019.8,1011.8,H
2018-05-29T05:00:00Z,H,1020.1,1012,H
2018-05-29T06:00:00Z,H,1020.7,1012.6,H
2018-05-29T07:00:00Z,H,1021,1012.9,H
2018-05-29T08:00:00Z,H,1021.2,1013.1,H
2018-05-29T09:00:00Z,H,1021.4,1013.3,H
2018-05-29T10:00:00Z,H,1021.6,1013.5,H
2018-05-29T11:00:00Z,H,1021.6,1013.5,H
2018-05-29T12:00:00Z,H,1021.7,1013.5,H
2018-05-29T13:00:00Z,H,1021.5,1013.3,H
2018-05-29T14:00:00Z,H,1021.6,1013.4,H
2018-05-29T15:00:00Z,H,1021.4,1013.2,H
2018-05-29T16:00:00Z,H,1021,1012.8,H
2018-05-29T17:00:00Z,H,1020.9,1012.7,H
2018-05-29T18:00:00Z,H,1021.2,1012.9,H
2018-05-29T19:00:00Z,H,1021.6,1013.3,H
2018-05-29T20:00:00Z,H,1022,1013.7,H
2018-05-29T21:00:00Z,H,1022.4,1014.2,H
2018-05-29T22:00:00Z,H,1022.6,1014.4,H
2018-05-29T23:00:00Z,H,1022.7,1014.6,H
2018-05-30T00:00:00Z,H,1021.9,1013.9,H
2018-05-30T01:00:00Z,H,1021.3,1013.3,H
2018-05-30T02:00:00Z,H,1020.8,1012.8,H
2018-05-30T03:00:00Z,H,1020.8,1012.8,H
2018-05-30T04:00:00Z,H,1020.6,1012.6,H
2018-05-30T05:00:00Z,H,1020.7,1012.7,H
2018-05-30T06:00:00Z,H,1020.9,1012.8,H
2018-05-30T07:00:00Z,H,1021.3,1013.2,H
2018-05-30T08:00:00Z,H,1021.3,1013.2,H
2018-05-30T09:00:00Z,H,1021.4,1013.3,H
2018-05-30T10:00:00Z,H,1021.5,1013.4,H
2018-05-30T11:00:00Z,H,1021.6,1013.5,H
2018-05-30T12:00:00Z,H,1021.4,1013.3,H
2018-05-30T13:00:00Z,H,1021.4,1013.2,H
2018-05-30T14:00:00Z,H,1021.3,1013.1,H
2018-05-30T15:00:00Z,H,1021.1,1012.9,H
2018-05-30T16:00:00Z,H,1020.8,1012.6,H
2018-05-30T17:00:00Z,H,1020.7,1012.5,H
2018-05-30T18:00:00Z,H,1021.1,1012.9,H
2018-05-30T19:00:00Z,H,1021.4,1013.2,H
2018-05-30T20:00:00Z,H,1021.8,1013.6,H
2018-05-30T21:00:00Z,H,1022.1,1013.9,H
2018-05-30T22:00:00Z,H,1022.2,1014.1,H
2018-05-30T23:00:00Z,H,1022,1014,H
2018-05-31T00:00:00Z,H,1021.5,1013.5,H
2018-05-31T01:00:00Z,H,1021.1,1013.1,H
2018-05-31T02:00:00Z,H,1020.6,1012.6,H
2018-05-31T03:00:00Z,H,1020.6,1012.6,H
